# trNo, usertype, content, trtype, regdate, tmpNo
'13180', '문비서', '●장소: 홍주장례식장 2층 특실<br>●주소: 충남 홍성군 구항면 청광리 43-5<br>●상주: 서용복 대표님 모친상<br><br>●리본문구<br>좌측: PTC Korea 지사장 박혜경<br>우측: 삼가 故人의 冥福을 빕니다<br>위와 같이 신청하였습니다.', '꽃/케익배달', '2016-05-29 17:12:00', NULL
'13310', '유저', '김정상 이름으로 화환 보내고 싶습니다', '꽃/케익배달', '2016-06-01 10:44:00', '13310'
'13310', '유저', '신랑쪽으로요', '꽃/케익배달', '2016-06-01 10:44:00', '13310'
'13310', '문비서', '안녕하세요, 바이블님 <br>확인 후 안내해드리겠습니다.', '꽃/케익배달', '2016-06-01 10:44:00', '13310'
'13310', '문비서', '일시: 2016.6.4(토) 오후3시 아모리스 <br>주소: 영등포구 영등포동4가 442 타임스퀘어 5F (02-2638-2500) <br>신랑 : 김승태<br><br>문구<br>좌측 : (주) 혜인종합건설 김정상<br>우측 : 祝 결혼<br><br>이렇게 주문해 드리겠습니다.', '꽃/케익배달', '2016-06-01 10:49:00', '13310'
'13310', '유저', '네~^^', '꽃/케익배달', '2016-06-01 10:51:00', '13310'
'13310', '문비서', '주문을 위해 69,000원을 아래 계좌 중 편하신 곳으로 입금 부탁드립니다 ^^ <br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리', '꽃/케익배달', '2016-06-01 10:52:00', '13310'
'13358', '유저', '24시 꽃집 알려주세요', '꽃/케익배달', '2016-06-01 22:15:00', '13358'
'13358', '문비서', '안녕하세요. 고객님.<br>어느 지역으로 확인 도와드릴까요?', '꽃/케익배달', '2016-06-01 22:16:00', '13358'
'13358', '유저', '서울입니다', '꽃/케익배달', '2016-06-01 22:19:00', '13358'
'13358', '유저', '서울 건대쪽이요!', '꽃/케익배달', '2016-06-01 22:19:00', '13358'
'13358', '문비서', '확인 후 안내드리겠습니다.', '꽃/케익배달', '2016-06-01 22:19:00', '13358'
'13358', '문비서', '전화를 받는 꽃집은 있습니다만, 어떤 꽃다발을 하실것인지 몇시에 필요하신지에 대한 질문을 받았습니다.<br><br>혹시 오늘 늦게 필요하신 예정이신가요?', '꽃/케익배달', '2016-06-01 22:23:00', '13358'
'13358', '문비서', '24시를 하는 꽃집은 아니었습니다.', '꽃/케익배달', '2016-06-01 22:24:00', '13358'
'13358', '유저', '장미꽃 40송이입니다', '꽃/케익배달', '2016-06-01 22:25:00', '13358'
'13358', '문비서', '오늘 밤 늦게 필요하신지요?', '꽃/케익배달', '2016-06-01 22:25:00', '13358'
'13358', '문비서', '동광플라워(02-457-7050)에서 연락이 닿았습니다.<br>현재 꽃집에서 잔업 중이시라고 합니다.<br><br>언제 오실지 시간 정확히 정해주시면 기다려주실 수 있다고 하네요.<br>구의역 근처입니다.', '꽃/케익배달', '2016-06-01 22:26:00', '13358'
'13358', '유저', '배달은 안되시나요????', '꽃/케익배달', '2016-06-01 22:30:00', '13358'
'13358', '문비서', '배달은 어려울 것 같긴 하지만 한번 확인 해 보겠습니다.', '꽃/케익배달', '2016-06-01 22:31:00', '13358'
'13358', '문비서', '그리고 배달 받으실 주소도 한번 확인 부탁드립니다.', '꽃/케익배달', '2016-06-01 22:31:00', '13358'
'13358', '유저', '서울특별시 광진구 자양4동 550-1 영지빌딩 지하1층,', '꽃/케익배달', '2016-06-01 22:32:00', '13358'
'13358', '문비서', '그리고, 동광플라워의 경우 몇시까지 필요하신지 질문을 하셨습니다.ㅠㅠ', '꽃/케익배달', '2016-06-01 22:33:00', '13358'
'13358', '문비서', '언제까지 필요하신지 확인 해 주시면 한번 더 전화해서 장미꽃 40송이 그 시간까지 제작 가능할지 대답 받아 안내드리겠습니다.', '꽃/케익배달', '2016-06-01 22:34:00', '13358'
'13358', '유저', '전 지금 당장 받고싶습니다~~', '꽃/케익배달', '2016-06-01 22:35:00', '13358'
'13358', '유저', '빠르면 빠를수록 좋습니다.', '꽃/케익배달', '2016-06-01 22:35:00', '13358'
'13358', '문비서', '네. 확인 해 보겠습니다.', '꽃/케익배달', '2016-06-01 22:35:00', '13358'
'13358', '문비서', '장미꽃다발과 배달비까지 모두 포함하여 7만원에 가능하다고 합니다.', '꽃/케익배달', '2016-06-01 22:38:00', '13358'
'13358', '유저', '네 해주세요.', '꽃/케익배달', '2016-06-01 22:39:00', '13358'
'13358', '문비서', '계산은 어떻게 하신다고 전달해드릴까요?', '꽃/케익배달', '2016-06-01 22:40:00', '13358'
'13358', '문비서', '배달받으실 때 지불하실 수 있으신가요?', '꽃/케익배달', '2016-06-01 22:40:00', '13358'
'13358', '유저', '네네', '꽃/케익배달', '2016-06-01 22:41:00', '13358'
'13358', '문비서', '네. 알겠습니다.<br>바로 신청하겠습니다. <br><br>받으시는 분 성함과 연락처는 고객님의 정보로 꽃집에 안내하겠습니다.', '꽃/케익배달', '2016-06-01 22:42:00', '13358'
'13358', '유저', '네네 감사합니다~^^', '꽃/케익배달', '2016-06-01 22:43:00', '13358'
'13358', '유저', '몇분정도 걸리신다고하시나요??', '꽃/케익배달', '2016-06-01 22:45:00', '13358'
'13358', '문비서', '동광플라워(02-457-7050) 쪽에 주문 완료 하였습니다.<br>안내 드린대로 동환님의 성함, 연락처 안내하였습니다.<br><br>30분 정도 시간이 소요될 것 같다고 합니다.<br>문비서 이용시간이 밤 11시까지라, 11시 이후에는 꽃집으로 연락 하셔야 할 것 같습니다.^^', '꽃/케익배달', '2016-06-01 22:45:00', '13358'
'13358', '유저', '네 고생하셨습니다.', '꽃/케익배달', '2016-06-01 22:45:00', '13358'
'13358', '문비서', '감사합니다. 편안한 밤 되세요~', '꽃/케익배달', '2016-06-01 22:45:00', '13358'
'13518', '유저', '어상 예약', '꽃/케익배달', '2016-06-04 17:24:00', '13518'
'13518', '유저', '20명', '꽃/케익배달', '2016-06-04 17:24:00', '13518'
'13518', '문비서', '대표님, 예약자명은 어떻게 해드릴까요?', '꽃/케익배달', '2016-06-04 17:24:00', '13518'
'13518', '유저', '한사련', '꽃/케익배달', '2016-06-04 17:25:00', '13518'
'13518', '문비서', '네 알겠습니다.', '꽃/케익배달', '2016-06-04 17:25:00', '13518'
'13518', '유저', '예약 고고', '꽃/케익배달', '2016-06-04 17:27:00', '13518'
'13518', '문비서', '대표님, 어상에 아래와 같이 예약했습니다.<br><br>일시: 금일 저녁 5시 30분<br>예약자명: 한사련 (식당에서 연락처 요청이 있어서, 대표님 폰번호를 알려드렸습니다)<br>예약사항: 20분 룸으로 예약<br><br>어상(중구 순화동 1-4, 02-318-0981)', '꽃/케익배달', '2016-06-04 17:28:00', '13518'
'13518', '유저', '감사합니다.', '꽃/케익배달', '2016-06-04 17:29:00', '13518'
'13518', '문비서', '네~ 즐거운 주말 &amp; 연휴 보내세요~^^', '꽃/케익배달', '2016-06-04 17:29:00', '13518'
'13518', '문비서', '대표님 아래와 같이 신청예정입니다.<br>받으시는 분 성함과 연락처 부탁드립니다.', '꽃/케익배달', '2016-06-08 19:19:00', NULL
'13518', '문비서', '돈나무 99,000원 <br><br>♤받는분<br>●주소 : 경기도 수원시 영통구 광교로 152 디아이티빌딩 4층 피플라이프 동수원지점<br><br>●문구<br>좌측 : 피플라이프 ROYAL CLASS 지점장 김근모<br>우측 : 원하시고 뜻하시는바 꼭 다 이루시길 진심으로 기원합니다.', '꽃/케익배달', '2016-06-08 19:19:00', NULL
'24317', '유저', '전달: [제목없음]\n[부고]소프트센  박준욱팀장 모친상 \r\n고인 : 이숙호님 \r\n별세일시 : 2016.06.05(일) \r\n발인일시 : 2016.06.07(화) 7시\r\n빈 소 : 원주세브란스기독병원 장례식장 3층 특실\r\n상 주 : 박준욱(막내)\r\n삼가 고인의 명복을 빕니다.\r', '꽃/케익배달', '2016-06-05 19:55:00', NULL
'277484', '유저', '안녕하세요<br>익주 토요일건인데 미리 전달<br>드립니다.<br>축하화환 발송진행 부탁드려요~', '꽃/케익배달', '2016-06-08 08:15:00', '277484'
'277484', '문비서', '안녕하세요 대리님<br>진행해 드리겠습니다^^', '꽃/케익배달', '2016-06-08 08:16:00', '277484'
'277484', '유저', '넵 감사합니다~', '꽃/케익배달', '2016-06-08 08:22:00', '277484'
'277484', '문비서', '고맙습니다^^', '꽃/케익배달', '2016-06-08 08:25:00', '277484'
'277484', '문비서', '대리님~<br><br>축하화환<br><br>♤받는분<br>일시 : 6월 18일 11시 (12시 예식) <br>주소 : 경기도 남양주시 경춘로 368 브릭스타워8층 더 컨벤션웨딩부페 라벤더홀<br>성함 : 김원종<br>연락처 : 010-4149-1423<br><br>리본문구 <br>좌측 : (주)인텍앤컴퍼니 대표 김점식<br>우측 : 결혼을 축하하며 복된 가정 이루기 바랍니다<br><br><br>위의 내용으로 신청해 드렸습니다<br>받으시는 분이 신랑분 맞으신지요?', '꽃/케익배달', '2016-06-08 08:51:00', '277484'
'277484', '문비서', '수정이 필요한 부분이 있으시면 말씀 부탁드립니다~', '꽃/케익배달', '2016-06-08 08:52:00', '277484'
'277484', '유저', '네~~신랑맞습니다~~~~', '꽃/케익배달', '2016-06-08 08:53:00', '277484'
'277484', '유저', '감사합니다^^', '꽃/케익배달', '2016-06-08 08:53:00', '277484'
'277484', '문비서', '고맙습니다^^<br><br>좋은 하루 보내세요~', '꽃/케익배달', '2016-06-08 08:54:00', '277484'
'277484', '유저', '문비서님도 좋은하루되세요^^', '꽃/케익배달', '2016-06-08 08:54:00', '277484'
'277484', '문비서', '고맙습니다*^^*', '꽃/케익배달', '2016-06-08 08:54:00', '277484'
'277502', '유저', '안녕하세요 저희 근조화환 하나 요청드립니다.<br>• 장소 : 경기도 성남시 분당구 구미동 300 분당 서울대학교 병원 장례식장 5호실(031-787-1500)<br>• 상주 : 신동환대표님<br>좌측 문구를 PTC Korea 이상태전무 로 해서 부탁드립니다~!', '꽃/케익배달', '2016-06-08 11:31:00', '277502'
'277502', '문비서', '안녕하세요. 넵 진행하겠습니다.', '꽃/케익배달', '2016-06-08 11:32:00', '277502'
'277502', '문비서', '●장소: 분당 서울대학교 병원 장례식장 5호실<br>●주소: 경기도 성남시 분당구 구미동 300 (전화번호: 031-787-1500)<br>●상주: 신동환대표님 (고인: 신해철님)<br><br>●리본문구<br>좌측:  PTC Korea 전무 이상태<br>우측: 삼가 故人의 冥福을 빕니다<br><br>위와 같이 주문신청하겠습니다.', '꽃/케익배달', '2016-06-08 11:34:00', '277502'
'277502', '유저', '넵 감사합니다~!', '꽃/케익배달', '2016-06-08 11:35:00', '277502'
'277502', '문비서', '고맙습니다.', '꽃/케익배달', '2016-06-08 11:35:00', '277502'
'277536', '유저', '안녕하세요?', '꽃/케익배달', '2016-06-08 19:07:00', '277536'
'277536', '문비서', '안녕하세요. 이사님.<br>무엇을 도와드릴까요?', '꽃/케익배달', '2016-06-08 19:07:00', '277536'
'277536', '유저', '조화 배송 기능한가요?', '꽃/케익배달', '2016-06-08 19:08:00', '277536'
'277536', '문비서', '네. 가능합니다.<br>어디로 근조 화환을 배송하실 예정이세요?', '꽃/케익배달', '2016-06-08 19:08:00', '277536'
'277536', '유저', '아산병원인데 얼마인가요?', '꽃/케익배달', '2016-06-08 19:08:00', '277536'
'277536', '문비서', '근조화환 89,000원 입니다.', '꽃/케익배달', '2016-06-08 19:09:00', '277536'
'277536', '유저', '결제는 어떻게 하나요?', '꽃/케익배달', '2016-06-08 19:09:00', '277536'
'277536', '문비서', '고객님의 연락처로 결제링크를 보내드립니다.<br>신용카드, 핸드폰소액결제를 통해 결제 가능하며<br><br>계좌이체도 가능합니다.^^', '꽃/케익배달', '2016-06-08 19:10:00', '277536'
'277536', '유저', '네 그러면 아산병원 31호', '꽃/케익배달', '2016-06-08 19:10:00', '277536'
'277536', '유저', '상주 채정훈 / 모친상', '꽃/케익배달', '2016-06-08 19:10:00', '277536'
'277536', '유저', '\'서울대 공대 VC\'로 가장 빨리 보내주세요', '꽃/케익배달', '2016-06-08 19:11:00', '277536'
'277536', '문비서', '네 알겠습니다.', '꽃/케익배달', '2016-06-08 19:11:00', '277536'
'277536', '유저', '그리고 이거 앱도 있나요?', '꽃/케익배달', '2016-06-08 19:11:00', '277536'
'277536', '문비서', '송파구에 위치한 서울아산병원 말씀하시는 것 맞으신가요?', '꽃/케익배달', '2016-06-08 19:11:00', '277536'
'277536', '유저', '네', '꽃/케익배달', '2016-06-08 19:11:00', '277536'
'277536', '문비서', '문비서 어플도 있습니다.<br>현재 안드로이드만 사용 가능합니다.^^', '꽃/케익배달', '2016-06-08 19:12:00', '277536'
'277536', '유저', '네 전 아이폰. 아이폰은 언제 나와요?', '꽃/케익배달', '2016-06-08 19:12:00', '277536'
'277536', '문비서', '곧 출시예정입니다.', '꽃/케익배달', '2016-06-08 19:13:00', '277536'
'277536', '유저', '네', '꽃/케익배달', '2016-06-08 19:13:00', '277536'
'277536', '유저', '조화처리부탁드립니다', '꽃/케익배달', '2016-06-08 19:13:00', '277536'
'277536', '문비서', '●장소: 서울아산병원 31호 <br>●주소 : 서울 송파구 올림픽로43길 88 / 02-3010-2000<br>●상주: 채정훈님<br><br>●리본문구<br>좌측 : 서울대 공대 VC<br>우측 : 삼가 故人의 冥福을 빕니다<br><br>위와 같이 신청하겠습니다.', '꽃/케익배달', '2016-06-08 19:14:00', '277536'
'277536', '문비서', '수정사항 있으시면 말씀부탁드립니다.', '꽃/케익배달', '2016-06-08 19:14:00', '277536'
'277536', '유저', '맞습니다.', '꽃/케익배달', '2016-06-08 19:15:00', '277536'
'277536', '문비서', '네. 근조화환 결제를 위한 결제링크를 이사님의 연락처로 보내드려도 될까요?', '꽃/케익배달', '2016-06-08 19:16:00', '277536'
'277536', '유저', '네', '꽃/케익배달', '2016-06-08 19:17:00', '277536'
'277536', '문비서', '네. 이사님의 연락처로 결제링크 발송 되었습니다.<br>확인 부탁드립니다.', '꽃/케익배달', '2016-06-08 19:17:00', '277536'
'277536', '문비서', '결제할 품목은 근조화환 이며, 비용은 89,000원 입니다.', '꽃/케익배달', '2016-06-08 19:17:00', NULL
'277536', '유저', '입금완료.', '꽃/케익배달', '2016-06-08 19:23:00', '277536'
'277536', '유저', '확인부탁드립니다', '꽃/케익배달', '2016-06-08 19:23:00', '277536'
'277536', '문비서', '네. 확인하겠습니다.', '꽃/케익배달', '2016-06-08 19:23:00', '277536'
'277536', '문비서', '입금 확인 하였습니다.<br>근조화환 빠르게 배송 원하신다고 한번 더 메모 남겼습니다.^^', '꽃/케익배달', '2016-06-08 19:24:00', '277536'
'277536', '유저', '넵', '꽃/케익배달', '2016-06-08 19:25:00', '277536'
'277536', '문비서', '네. 편안한 저녁 되세요.^^', '꽃/케익배달', '2016-06-08 19:25:00', '277536'
'277613', '유저', '스투키 화분 하나 부탁드려요', '꽃/케익배달', '2016-06-10 02:13:00', '277613'
'277613', '문비서', '안녕하세요 고객님<br>화분 주문에 앞 서 한 가지만 여쭙겠습니다^^<br>다른 회원중에 동명이인이 계셔서 고객님의 회원정보 확인이 어렵습니다;;<br>성하을 여쭤 보아도 될까요?', '꽃/케익배달', '2016-06-10 08:00:00', '277613'
'277613', '유저', '송창엽 입니다', '꽃/케익배달', '2016-06-10 08:25:00', '277613'
'277613', '문비서', '네 확인 감사드립니다;;<br>번거롭지만 한 가지만 더 여쭐게요<br>휴대폰 마지막 네 자리 확인 가능하신지요?', '꽃/케익배달', '2016-06-10 08:27:00', '277613'
'277613', '유저', '1504 입니다', '꽃/케익배달', '2016-06-10 08:28:00', '277613'
'277613', '문비서', '네 확인 감사드립니다^^<br>스투키화분 안내해 드릴게요', '꽃/케익배달', '2016-06-10 08:28:00', '277613'
'277613', '유저', '크기는 작은 거 말고 적당히 큰 거로 안내 부탁 드려요', '꽃/케익배달', '2016-06-10 08:29:00', '277613'
'277613', '문비서', '네 알겠습니다~', '꽃/케익배달', '2016-06-10 08:30:00', '277613'
'277613', '문비서', '고객님~<br>화원 두 곳에 문의해서 사진 등 정보를 기다리는중입니다<br>잠시만 더 기다려 주세요^^<br><br>배송지는 서울이신지요?', '꽃/케익배달', '2016-06-10 08:50:00', '277613'
'277613', '유저', '네 서울입니다', '꽃/케익배달', '2016-06-10 08:53:00', '277613'
'277613', '문비서', '네 확인 감사드립니다<br>사진 및 정보받는대로 말씀드릴게요~', '꽃/케익배달', '2016-06-10 08:53:00', '277613'
'277613', '문비서', '기다려주셔서 감사합니다, 고객님<br>화원에서 정보를 받았습니다<br>안내해 드릴게요~', '꽃/케익배달', '2016-06-10 09:08:00', '277613'
'277613', '문비서', '5만원입니다', '꽃/케익배달', '2016-06-10 09:08:00', '277613'
'277613', '문비서', '8만원입니다', '꽃/케익배달', '2016-06-10 09:08:00', '277613'
'277613', '문비서', '크기 1미터 이상 10만원입니다', '꽃/케익배달', '2016-06-10 09:11:00', '277613'
'277613', '문비서', '이상 안내해 드렸습니다', '꽃/케익배달', '2016-06-10 09:12:00', '277613'
'277613', '문비서', '고객님~ 하나 더 안내해 드릴게요<br>12만원입니다', '꽃/케익배달', '2016-06-10 09:21:00', '277613'
'277613', '문비서', '오늘 배송을 원하시면 금요일이어서 주문을 빨리 하셔야 한다고 합니다;;', '꽃/케익배달', '2016-06-10 09:22:00', '277613'
'277613', '유저', '8만원으로 주문할께요', '꽃/케익배달', '2016-06-10 09:23:00', '277613'
'277613', '유저', '결재수단은 카드도 되나요?', '꽃/케익배달', '2016-06-10 09:23:00', '277613'
'277613', '문비서', '네 문비서가 결제 링크를 보내드리겠습니다<br>배송지 주소와 받으실 분 성함과 연락처도 부탁드립니다', '꽃/케익배달', '2016-06-10 09:24:00', '277613'
'277613', '문비서', '고객님께 문자로 결제 링크를 보내드렸습니다<br>결제후 말씀 부탁드립니다^^', '꽃/케익배달', '2016-06-10 09:26:00', '277613'
'277613', '유저', '서울 강남구 도산대로 139 J타워 6층 법무법인 현 <br>송창엽<br>01044371504', '꽃/케익배달', '2016-06-10 09:28:00', '277613'
'277613', '문비서', '네 확인 감사드립니다~', '꽃/케익배달', '2016-06-10 09:31:00', '277613'
'277613', '문비서', '입금을 원하실 경우<br>결제 금액은 아래 문비서 계좌 중 하나로 입금해주셔도 되십니다^^<br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리', '꽃/케익배달', '2016-06-10 09:55:00', '277613'
'277613', '문비서', '고객님~<br>결제 확인되셔서 주문 진행하겠습니다', '꽃/케익배달', '2016-06-10 10:04:00', '277613'
'277613', '문비서', '배송지: 서울 강남구 도산대로 139 J타워 6층 법무법인 현 <br>받으시는 분: 송창엽님 010-4437-1504<br><br>위의 내용으로 스투키 화분 주문해 드렸습니다', '꽃/케익배달', '2016-06-10 10:11:00', '277613'
'277613', '문비서', '단, 화분 등은 이미지와 다르실 수 있습니다', '꽃/케익배달', '2016-06-10 10:14:00', '277613'
'277629', '유저', '꽃배달 부탁드립니다', '꽃/케익배달', '2016-06-10 13:19:00', '277629'
'277629', '문비서', '안녕하세요 고객님<br>배송지 주소와 받으시는 분 성함과 연락처 부탁드립니다<br><br>꽃다발과 꽃바구니중 어떤 것으로 안내해 드릴까요?', '꽃/케익배달', '2016-06-10 13:20:00', '277629'
'277629', '유저', '지난번에 배달했던 주소인데 주문내역이 남아있을지 모른겠네요', '꽃/케익배달', '2016-06-10 13:20:00', '277629'
'277629', '유저', '꽃바구니요', '꽃/케익배달', '2016-06-10 13:20:00', '277629'
'277629', '문비서', '네 확인해 보겠습니다', '꽃/케익배달', '2016-06-10 13:20:00', '277629'
'277629', '문비서', '지난 3월 2일에 마포구 성미산로 92 의집빌딩으로 꽃바구니 배송건이 있습니다<br>위의 주소가 맞으신지요?', '꽃/케익배달', '2016-06-10 13:23:00', '277629'
'277629', '유저', '예, 맞습니다', '꽃/케익배달', '2016-06-10 13:23:00', '277629'
'277629', '유저', '비슷하게 꽃바구니 부탁드립니다', '꽃/케익배달', '2016-06-10 13:24:00', '277629'
'277629', '문비서', '네 알겠습니다', '꽃/케익배달', '2016-06-10 13:24:00', '277629'
'277629', '유저', '메세지 카드 되나요?', '꽃/케익배달', '2016-06-10 13:25:00', '277629'
'277629', '문비서', '네 가능하십니다^^', '꽃/케익배달', '2016-06-10 13:25:00', '277629'
'277629', '문비서', '65,000원(문비서 10% 할인 가능)입니다', '꽃/케익배달', '2016-06-10 13:26:00', '277629'
'277629', '문비서', '109,000원(문비서 10% 할인 가능)입니다', '꽃/케익배달', '2016-06-10 13:26:00', '277629'
'277629', '유저', '\\\"다른 걱정하지 말고 우리끼리 잘 살자. 내가 미안해 화풀어\\\" 로 부탁드립니다. 비슷해 보이긴 하는데 아래걸로 부탁드립니다.', '꽃/케익배달', '2016-06-10 13:27:00', '277629'
'277629', '문비서', '네 잘 알겠습니다<br>결제 링크 보내드릴게요~', '꽃/케익배달', '2016-06-10 13:27:00', '277629'
'277629', '문비서', '결제 링크 보내드렸습니다~', '꽃/케익배달', '2016-06-10 13:30:00', '277629'
'277629', '문비서', '결제 확인되셔서 주문해 드리겠습니다~', '꽃/케익배달', '2016-06-10 13:31:00', '277629'
'277629', '유저', '결제했습니다. 가급적 빠른 배송이라고 전달 부탁드립니다.', '꽃/케익배달', '2016-06-10 13:31:00', '277629'
'277629', '문비서', '네, 알겠습니다.', '꽃/케익배달', '2016-06-10 13:32:00', '277629'
'277629', '문비서', '고객님~<br>주문해 드렸고 최대한 빠른 배송 요청했습니다', '꽃/케익배달', '2016-06-10 13:42:00', '277629'
'277698', '유저', '&lt;&lt;카드 문구 &gt;&gt;<br>산록의 푸르름이 한껏 빛을 발하고 어느덧 내리쬐는 태양이 여름이 다가옴을 알리는 풋풋한 여름의 초입.<br>댁내 두루 평안하신지요?<br><br>안녕하십니까.저는 (주)이루다 대표이사 사장 김형식입니다.<br><br>먼저 귀댁의 자제분께서 당사의 입사전형을 우수한 성적으로 통과하고<br>(주)이루다의 가족이 되신 것을 진심으로 축하드립니다.<br><br>또한 자제분을 바르고 뛰어난 인재로 키워주신 부모님의 노고에도 깊이 감사드립니다.<br><br>주식회사 이루다는 디자인/영상 분야에서 유수의 기업들과 어깨를 나란히하고<br>성장해나가고 있는 기업으로<br>구성원들의 신뢰와 자유로운 소통을 기반으로 창의적인 조직문화를<br>만들어가고자 노력하고 있습니다.<br><br>아직 작지만 더 큰 가능성을 품은 기업으로써<br>존중과 신뢰, 그리고 아낌없는 지원과 교육으로<br>자제분이 한층 더 성장할 수 있는 좋은 터전이 되어드릴 것을 약속드립니다.<br><br>사회의 당당한 일원으로 새로운 걸음을 내딛는 자제분에게<br>가정에서도 아낌없는 격려를 보내주시기를 부탁드립니다.<br><br>다시 한번 (주)이루다의 가족이 되신 것을 축하드리며<br>귀댁에 언제나 건강과 행운이 함께하기를 기원합니다.<br>감사합니다.<br><br>이루다프로덕션 / 이루다플래닛 / 바슈TV / LendMe<br>주식회사 이루다 대표이사 김형식 배상.', '꽃/케익배달', '2016-06-13 10:40:00', '277698'
'277698', '유저', '대전시 중구 산성동 우성아파트 115-102 <br>서정은 귀하<br>', '꽃/케익배달', '2016-06-13 10:41:00', '277698'
'277698', '문비서', '안녕하세요, 대표님 <br>확인 후 안내해드리겠습니다.', '꽃/케익배달', '2016-06-13 10:41:00', '277698'
'277698', '유저', '<br>리본 문구<br>좌측: 株式會社 이루다 代表理事 김형식 <br>우측: 入社를 祝賀드립니다 <br>', '꽃/케익배달', '2016-06-13 10:41:00', '277698'
'277698', '유저', '지난번과 같은 입사 축하 꽃바구니 부탁드립니다 <br>문구는 새로 보내드린것으로 반영 바랍니다', '꽃/케익배달', '2016-06-13 10:42:00', '277698'
'277698', '문비서', '네 알겠습니다', '꽃/케익배달', '2016-06-13 10:42:00', '277698'
'277698', '유저', '&lt;&lt;카드 문구 &gt;&gt;<br>산록의 푸르름이 한껏 빛을 발하고 어느덧 내리쬐는 태양이 따사로운 풋풋한 여름의 초입.<br>댁내 두루 평안하신지요?<br><br>안녕하십니까.저는 (주)이루다 대표이사 사장 김형식입니다.<br><br>먼저 귀댁의 자제분께서 당사의 입사전형을 우수한 성적으로 통과하고<br>(주)이루다의 가족이 되신 것을 진심으로 축하드립니다.<br><br>또한 자제분을 바르고 뛰어난 인재로 키워주신 부모님의 노고에도 깊이 감사드립니다.<br><br>주식회사 이루다는 디자인/영상 분야에서 유수의 기업들과 어깨를 나란히하고<br>성장해나가고 있는 기업으로<br>구성원들의 신뢰와 자유로운 소통을 기반으로 창의적인 조직문화를<br>만들어가고자 노력하고 있습니다.<br><br>아직 작지만 더 큰 가능성을 품은 기업으로써<br>존중과 신뢰, 그리고 아낌없는 지원과 교육으로<br>자제분이 한층 더 성장할 수 있는 좋은 터전이 되어드릴 것을 약속드립니다.<br><br>사회의 당당한 일원으로 새로운 걸음을 내딛는 자제분에게<br>가정에서도 아낌없는 격려를 보내주시기를 부탁드립니다.<br><br>다시 한번 (주)이루다의 가족이 되신 것을 축하드리며<br>귀댁에 언제나 건강과 행운이 함께하기를 기원합니다.<br>감사합니다.<br><br>이루다프로덕션 / 이루다플래닛 / 바슈TV / LendMe<br>주식회사 이루다 대표이사 김형식 배상.', '꽃/케익배달', '2016-06-13 11:31:00', '277698'
'277698', '유저', '문구 다시 보내드린것으로 부탁드립니다', '꽃/케익배달', '2016-06-13 11:31:00', '277698'
'277698', '유저', '배송준비는 아직인가요?', '꽃/케익배달', '2016-06-13 11:32:00', '277698'
'277698', '문비서', '네,알겠습니다~ 변경하여 요청하겠습니다.', '꽃/케익배달', '2016-06-13 11:32:00', '277698'
'277698', '문비서', '대표님, 55,000원 가능한 업체 확인하였습니다. <br>받으시는분의 연락처도 확인 부탁드립니다.', '꽃/케익배달', '2016-06-13 11:55:00', '277698'
'277698', '문비서', '55,000원 관련하여 결제링크를 보내드리겠습니다. <br>확인 후 결제 부탁드릴게요~', '꽃/케익배달', '2016-06-13 12:04:00', '277698'
'277698', '문비서', '대표님 연락처 확인 부탁드립니다.', '꽃/케익배달', '2016-06-13 12:41:00', '277698'
'277698', '문비서', '연락처를 주셔야 상품 배송이 나갈 수 있습니다.', '꽃/케익배달', '2016-06-13 12:41:00', '277698'
'277698', '유저', '01029322701 서정은', '꽃/케익배달', '2016-06-13 12:41:00', '277698'
'277698', '문비서', '확인 감사합니다. <br>배송은 오늘중으로 해드리면 되는지요?', '꽃/케익배달', '2016-06-13 12:42:00', '277698'
'277698', '유저', '바로 배송 부탁드리겠습니다', '꽃/케익배달', '2016-06-13 12:43:00', '277698'
'277698', '유저', '오전중 갔어야 되는데 너무 늦었네요', '꽃/케익배달', '2016-06-13 12:44:00', '277698'
'277698', '문비서', '11시 30분에 요청을 주셨기 때문에 오전 배송은 어려웠습니다.', '꽃/케익배달', '2016-06-13 12:45:00', '277698'
'277698', '문비서', '보통 꽃배송은 3시간 정도 소요되오니 참고 부탁드립니다 ^^', '꽃/케익배달', '2016-06-13 12:45:00', '277698'
'277698', '유저', '10시 40분에 요청드렸었습니다<br>빠르면 1시간이내에도 배송이 되더라구요', '꽃/케익배달', '2016-06-13 12:47:00', '277698'
'277698', '문비서', '대표님 결제 링크 보내드렸습니다. 진행 해 드릴까요?', '꽃/케익배달', '2016-06-13 12:49:00', '277698'
'277698', '문비서', '문비서는 선결제 방식이라 결제 부탁드립니다.', '꽃/케익배달', '2016-06-13 12:50:00', '277698'
